Produit;quai;SO;Désignation;Vendeur;Raison Sociale;Expéditeur;Raison Sociale;CU;DTS;DFS;% Actif;St FP;ID;Division;Nom site;Statut FP;Périmètre appro;ID appro
7903301272;JM5;A;VIS M10X150 L40;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;10/04/2000 02:00;;100.00%;E;123077;;RENNES;Validé exécution;M5I;C175543
7903301277;JM5;A;VIS KHM6X100 L25;34894C  01;LISI AUTOMOTIVE FORMER;34894C  18;LISI AUTOMOTIVE FORMER;CJ;16/01/1998 01:00;;100.00%;E;123078;;RENNES;Validé exécution;M3V;C002704
7903301279;JM5;A;VIS H RCL M8X125;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;03/03/2003 01:00;;100.00%;E;123079;;RENNES;Validé exécution;M5I;C175543
7903301280;JM5;A;VIS H RCN L35;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;15/06/2000 02:00;;100.00%;E;123080;;RENNES;Validé exécution;M5D;C003082
7903301281;JM5;A;VIS H RCN M10X15;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;15/09/2003 02:00;;100.00%;E;123081;;RENNES;Validé exécution;M5D;C003082
7903301354;JM5;A;VIS KHM6X100 L20;34894C  01;LISI AUTOMOTIVE FORMER;34894C  18;LISI AUTOMOTIVE FORMER;CJ;30/06/2003 02:00;;100.00%;E;123082;;RENNES;Validé exécution;M3V;C002704
7903301363;JM5;A;VIS KPHM8X125L20;82109Y  01;ITW RIVEX;82109Y  01;ITW RIVEX;CJ;01/01/1996 01:00;;100.00%;E;123083;;RENNES;Validé exécution;M3V;C002704
7903301415;JM5;A;VIS H M6X100 L16;34894C  01;LISI AUTOMOTIVE FORMER;34894C  18;LISI AUTOMOTIVE FORMER;CJ;26/01/2007 01:00;;100.00%;E;123084;;RENNES;Validé exécution;M3V;C002704
7903301421;JM5;A;VIS M8X125;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;20/06/1996 02:00;;100.00%;E;123085;;RENNES;Validé exécution;M5D;C003082
7903301481;JM5;A;VIS HRCL M6X100;34894C  01;LISI AUTOMOTIVE FORMER;34894C  18;LISI AUTOMOTIVE FORMER;CJ;01/01/1996 01:00;;100.00%;E;123086;;RENNES;Validé exécution;M3V;C002704
7903301490;JM5;A;VIS M8X125 L30;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;25/04/2000 02:00;01/05/2016 00:00;100.00%;E;123087;;RENNES;Validé exécution;M5D;C003082
7903301532;JM5;J;VIS H M8X125 L30;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;08/11/1996 01:00;;100.00%;E;123088;;RENNES;Validé exécution;F36;C175543
7903301543;JM5;A;VIS M10X150 L55;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;21/04/2003 02:00;;100.00%;E;123089;;RENNES;Validé exécution;M5D;C003082
7903301544;JM5;A;VIS M10X150 L55;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;22/09/2003 02:00;;100.00%;E;123090;;RENNES;Validé exécution;M5D;C003082
7903301548;JM5;A;VIS M10X150 L40;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;30/06/2003 02:00;;100.00%;E;123091;;RENNES;Validé exécution;M5I;C175543
7903602012;JM5;A;VIS H EMB 6X100;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;01/01/1996 01:00;;100.00%;E;123092;;RENNES;Validé exécution;M5D;C003082
7903602013;JM5;A;VIS;A0063I  01;OPTIMAS OE SOLUTIONS SAS;A0063I  01;OPTIMAS OE SOLUTIONS SAS;CJ;22/05/2000 02:00;;100.00%;E;123093;;RENNES;Validé exécution;M1H;C002829
7903602014;JM5;A;VIS;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;01/01/1996 01:00;;100.00%;E;123094;;RENNES;Validé exécution;M5D;C003082
7903602018;JM5;A;VIS H EMB M6X100;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;30/06/2003 02:00;;100.00%;E;123095;;RENNES;Validé exécution;M5D;C003082
7903602020;JM5;A;VIS H EMB M6X100;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;25/07/2011 02:00;;100.00%;E;123096;;RENNES;Validé exécution;M5D;C003082
7903602023;JM5;A;VIS M8X125 L20;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;01/01/1996 01:00;;100.00%;E;123097;;RENNES;Validé exécution;M3T;A174284
7903602024;JM5;A;VIS KP H EMB M8X;34894C  01;LISI AUTOMOTIVE FORMER;34894C  03;LISI AUTOMOTIVE FORMER;CJ;01/01/1996 01:00;;100.00%;E;123098;;RENNES;Validé exécution;M1H;C002829
7903602025;JM5;A;VIS EMBASE 8X30;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;04/06/2007 02:00;;100.00%;E;123099;;RENNES;Validé exécution;M5D;C003082
7903602032;JM5;A;VIS H EMB;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;01/01/1996 01:00;;100.00%;E;123101;;RENNES;Validé exécution;M5D;C003082
7903602037;JM5;A;VIS M10;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;25/04/2000 02:00;;100.00%;E;123102;;RENNES;Validé exécution;M5D;C003082
7903602088;JM5;A;VIS H M8X125 L70;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;04/06/2004 02:00;;100.00%;E;123103;;RENNES;Validé exécution;M5D;C003082
7903602139;JM5;A;VIS H EMB 10X150;28627R  01;METAGRA BERGARA SA;28627R  01;METAGRA BERGARA SA;CJ;30/06/2003 02:00;;100.00%;E;123104;;RENNES;Validé exécution;M1T;A174284
7903602167;JM5;A;VIS HEMB M6X100;51562V  01;NEDSCHROEF FASTENERS SAS;51562V  04;NEDSCHROEF FASTENERS SAS;CJ;07/07/2003 02:00;;100.00%;E;123105;;RENNES;Validé exécution;M5D;C003082
7903602248;JM5;A;VIS HR M8X125L45;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;05/10/2009 02:00;;100.00%;E;123106;;RENNES;Validé exécution;M5D;C003082
7903602300;JM5;A;VIS KV HR EMB M6;68891F  01;FONTANA FASTENERS FRANCE SA;68891F  01;FONTANA FASTENERS FRANCE SA;CJ;26/04/2010 02:00;;100.00%;E;123107;;RENNES;Validé exécution;M5I;C175543
7903602302;JM5;A;VIS H EMB M10X15;51562V  01;NEDSCHROEF FASTENERS SAS;51562V  04;NEDSCHROEF FASTENERS SAS;CJ;15/09/2003 02:00;;100.00%;E;123108;;RENNES;Validé exécution;MSB;A170852
7910004091;JM5;A;ENTRETOISE;51562V  01;NEDSCHROEF FASTENERS SAS;51562V  04;NEDSCHROEF FASTENERS SAS;CJ;16/07/2007 02:00;;100.00%;E;123110;;RENNES;Validé exécution;MSB;A170852
7920025012;JM5;A;FILM ADHESIF D30;83980G  01;ADHEX TECHNOLOGIES;83980G  01;ADHEX TECHNOLOGIES;CJ;03/02/1997 01:00;;100.00%;E;123111;;RENNES;Validé exécution;M3V;C002704
9159529080;JM5;A;ECROU FREIN M8;34894C  01;LISI AUTOMOTIVE FORMER;34894C  01;LISI AUTOMOTIVE FORMER;CJ;28/11/2006 01:00;;100.00%;P;123112;;RENNES;Validé préparation;M1H;C002829
9251956680;JM5;A;MOUSSE ADH 30L50;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;01/01/1996 01:00;;100.00%;E;123113;;RENNES;Validé exécution;M3T;A174284
9252044080;JM5;A;CALE ADHESIVE;79173G  01;PULLFLEX S A;19222T  03;HOWA TRAMICO SAS;CJ;01/01/1996 01:00;;100.00%;E;123114;;RENNES;Validé exécution;M3T;A174284
9252654980;JM5;A;PROTECTEUR ECROU;50342U  01;SACRED;50342U  01;SACRED;CJ;02/12/1996 01:00;;100.00%;E;123115;;RENNES;Validé exécution;MSD;A170852
9255023380;JM5;A;COSSE D 08;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;GRUPO ANTOLIN BESANCON;CJ;01/01/1996 01:00;;100.00%;E;123116;;RENNES;Validé exécution;M3K;C175543
9255026380;JM5;A;AGR K SUP VAR 1T;59337W  01;ITW DE FRANCE;59337W  01;ITW DE FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123117;;RENNES;Validé exécution;M1H;C002829
9459385480;JM5;A;GN TRMPT4 12X310;39224J  01;FEDERAL MOGUL SYSTEMS PROTECTION;39224J  01;FEDERAL MOGUL SYSTEMS PROTECTION;CJ;24/09/1999 02:00;;100.00%;E;123118;;RENNES;Validé exécution;M5B;C175543
9460275980;JM5;A;ENJOL COFFRE 508;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;08/11/2013 01:00;;100.00%;P;123120;;RENNES;Validé préparation;M0G;C003082
9559568186;JM5;A;TUBE 3V DOSEUR;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/05/1999 02:00;;100.00%;E;123121;;RENNES;Validé exécution;M2S;C175617
9559568386;JM5;A;TUBE VANNE CORRE;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/05/1999 02:00;;100.00%;E;123122;;RENNES;Validé exécution;M2S;C175617
9563110080;JM5;A;ZA86*CABLE BATT;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/01/1996 01:00;;100.00%;E;123123;;RENNES;Validé exécution;M2S;C175617
9563484880;JM5;A;BOURREL.AUTO-AGR;93339E  01;NOBEL TEKNIK FRANCE;93339E  02;NOBEL TEKNIK FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123124;;RENNES;Validé exécution;M5I;C175543
9600320880;JM5;A;EMBOUT RTRC;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;01/01/1996 01:00;;100.00%;E;123125;;RENNES;Validé exécution;M1Q;C002829
9600320980;JM5;A;EMBOUT RTRC;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;20/11/1998 01:00;;100.00%;E;123126;;RENNES;Validé exécution;M1Q;C002829
9602414080;JM5;A;OBTURATEUR K 35;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123127;;RENNES;Validé exécution;M3K;C175543
9602756980;JM5;A;AGR SUPP TE 10;34894C  01;LISI AUTOMOTIVE FORMER;96859F  01;LISI AUTOMOTIVE RAPID;CJ;10/07/2006 02:00;;100.00%;P;123128;;RENNES;Validé préparation;M1H;C002829
9603338280;JM5;A;GAINE THERMORETR;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;05/12/2005 01:00;;100.00%;E;123129;;RENNES;Validé exécution;M1Q;C002829
9603816480;JM5;J;OBTURATEUR K 18;50342U  01;SACRED;50342U  01;SACRED;CJ;01/01/1996 01:00;;100.00%;E;123130;;RENNES;Validé exécution;PSC;A170852
9603989580;JM5;A;FILM  {TANCH{IT{;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;28/10/2009 01:00;;100.00%;E;123131;;RENNES;Validé exécution;M3T;A174284
9604184780;JM5;A;ECROU M8X125;18727E  04;ALCOA FIXATIONS SIMMONDS;18727E  04;ALCOA FIXATIONS SIMMONDS;CJ;15/06/2009 02:00;;100.00%;E;123132;;RENNES;Validé exécution;M1K;A174284
9604840780;JM5;A;PRTC MOUSSE;55303L  01;ADLER FRANCE;55303L  01;ADLER FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123133;;RENNES;Validé exécution;M3K;C175543
9604945280;JM5;A;ECROU M8X125;18727E  04;ALCOA FIXATIONS SIMMONDS;18727E  04;ALCOA FIXATIONS SIMMONDS;CJ;04/06/2007 02:00;;100.00%;E;123134;;RENNES;Validé exécution;M1K;A174284
9605774780;JM5;A;ECROU;34894C  01;LISI AUTOMOTIVE FORMER;94437Y  01;LISI AUTOMOTIVE NOMEL SAS;CJ;01/01/1996 01:00;;100.00%;E;123135;;RENNES;Validé exécution;M5J;C003082
9605870780;JM5;A;AGR K SUPP VAR 1;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123136;;RENNES;Validé exécution;M3K;C175543
9606059880;JM5;A;OBTURATEUR K 20;34894C  01;LISI AUTOMOTIVE FORMER;96859F  01;LISI AUTOMOTIVE RAPID;CJ;01/01/1996 01:00;;100.00%;E;123137;;RENNES;Validé exécution;M1H;C002829
9606545080;JM5;A;AGRAFE SUPP 1T 9;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;01/01/1996 01:00;01/05/2016 00:00;100.00%;E;123138;;RENNES;Validé exécution;M3L;C175543
9606628880;JM5;A;GNE PVS-SR 6X200;51378V  02;DELFINGEN FR ANTEUIL;51378V  02;DELFINGEN FR ANTEUIL;CJ;21/03/2005 01:00;;100.00%;E;123139;;RENNES;Validé exécution;M3K;C175543
9606628980;JM5;A;GAINE PVC 6 D7;51378V  02;DELFINGEN FR ANTEUIL;51378V  02;DELFINGEN FR ANTEUIL;CJ;07/07/2010 02:00;;100.00%;E;123140;;RENNES;Validé exécution;M3K;C175543
9607071480;JM5;A;TUBE DR.D.3,5;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;CJ;01/01/1996 01:00;;100.00%;E;123141;;RENNES;Validé exécution;MSC;A170852
9607400380;JM5;A;OBT K B35X40;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123142;;RENNES;Validé exécution;M3K;C175543
9607474580;JM5;A;COSSE DE 8;27847T  01;MOLEX INTERCONNECT GMBH;50179S  02;MOLEX ELEKTRONIK GMBH;CJ;01/01/1996 01:00;;100.00%;E;123143;;RENNES;Validé exécution;M3K;C175543
9607744280;JM5;A;AGRAFE SUPPORT;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;02/12/1996 01:00;;100.00%;E;123144;;RENNES;Validé exécution;M3K;C175543
9607744380;JM5;A;AGR K SUPP VAR 1;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;13/01/2003 01:00;;100.00%;E;123145;;RENNES;Validé exécution;M3K;C175543
9607943080;JM5;A;VIS COLONNETTE;82109Y  01;ITW RIVEX;82109Y  01;ITW RIVEX;CJ;04/04/2005 02:00;;100.00%;E;123146;;RENNES;Validé exécution;M3V;C002704
9608347480;JM5;A;OBTURAT B37X65;59337W  01;ITW DE FRANCE;59337W  01;ITW DE FRANCE;CJ;30/06/2003 02:00;;100.00%;E;123147;;RENNES;Validé exécution;M1H;C002829
9608817080;JM5;A;TU.EPO.D.35L3029;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;CJ;01/01/1996 01:00;;100.00%;E;123148;;RENNES;Validé exécution;MSC;A170852
9609096980;JM5;A;ECROU RDL M6X100;34894C  01;LISI AUTOMOTIVE FORMER;94437Y  01;LISI AUTOMOTIVE NOMEL SAS;CJ;01/01/1996 01:00;;100.00%;E;123149;;RENNES;Validé exécution;M5J;C003082
9609517580;JM5;A;AGR K SUPP VAR 1;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;10/04/2000 02:00;;100.00%;E;123150;;RENNES;Validé exécution;M5B;C175543
9609784880;JM5;A;AGR K SUPP VAR 1;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;10/06/2005 02:00;;100.00%;E;123151;;RENNES;Validé exécution;M3K;C175543
9609956580;JM5;A;AGRAFE SUPPORT;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;03/11/2014 01:00;;100.00%;P;123152;;RENNES;Validé préparation;M5B;C175543
9610402980;JM5;A;OBTURATEUR 22 E1;87878U  01;CARBODY;93331W  01;TRANSPORTS BIJOT;CJ;01/01/1996 01:00;;100.00%;E;123153;;RENNES;Validé exécution;M5I;C175543
9610412380;JM5;A;AGR SUPP CONNECT;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123154;;RENNES;Validé exécution;M3K;C175543
9610506780;JM5;A;ECROU K H SOUD M;34894C  01;LISI AUTOMOTIVE FORMER;34894C  01;LISI AUTOMOTIVE FORMER;CJ;01/01/1996 01:00;;100.00%;P;123155;;RENNES;Validé préparation;F41;C002829
9610567180;JM5;A;CABLE POSITIF;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/01/1996 01:00;;100.00%;E;123156;;RENNES;Validé exécution;M2S;C175617
9610759480;JM5;A;CPS8 (6.0-10.0);87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;21/03/2005 01:00;;100.00%;E;123157;;RENNES;Validé exécution;M1Q;C002829
9610759580;JM5;A;P/CPS8     1V NR;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;21/03/2005 01:00;;100.00%;E;123158;;RENNES;Validé exécution;M1Q;C002829
9611146380;JM5;A;PROTECT.FAISCEAU;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;01/01/1996 01:00;;100.00%;E;123159;;RENNES;Validé exécution;M3T;A174284
9611425980;JM5;A;TUBE D.;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;CJ;01/01/1996 01:00;;100.00%;E;123160;;RENNES;Validé exécution;MSC;A170852
9611426080;JM5;A;TUBE D.;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;CJ;01/01/1996 01:00;;100.00%;E;123161;;RENNES;Validé exécution;MSC;A170852
9611740780;JM5;A;IS K H RCN;63629L  12;AGRATI GIE;63095F  01;AGRATI VIEUX-CONDE SAS;CJ;24/08/2009 02:00;;100.00%;E;123162;;RENNES;Validé exécution;M5D;C003082
9611758486;JM5;A;TUBE DOSEUR 4V;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/05/1999 02:00;;100.00%;E;123163;;RENNES;Validé exécution;M2S;C175617
9611758586;JM5;A;TUBE DOSEUR 3V;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/05/1999 02:00;;100.00%;E;123164;;RENNES;Validé exécution;M2S;C175617
9611926580;JM5;A;TUBE D. REPERE;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;50089U  01;TI GROUP AUTOMOTIVE SYSTEMS;CJ;01/01/1996 01:00;;100.00%;E;123165;;RENNES;Validé exécution;MSC;A170852
9611993386;JM5;A;TUBE RETOUR;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;21/05/1999 02:00;;100.00%;E;123166;;RENNES;Validé exécution;M2S;C175617
9612144980;JM5;A;ECROU KM HH EMB;34894C  01;LISI AUTOMOTIVE FORMER;34894C  01;LISI AUTOMOTIVE FORMER;CJ;01/01/1996 01:00;;100.00%;P;123167;;RENNES;Validé préparation;M1H;C002829
9612917880;JM5;A;INSONO CUSTODE;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;02/07/2007 02:00;;100.00%;E;123168;;RENNES;Validé exécution;M3T;A174284
9613120480;JM5;A;CALE MOUSSE;15703T  04;SOFITEC;15703T  04;SOFITEC;CJ;03/10/1996 02:00;;100.00%;E;123169;;RENNES;Validé exécution;M5I;C175543
9613132080;JM5;A;AGRAFE SUPPORT;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123170;;RENNES;Validé exécution;M3K;C175543
9613305380;JM5;A;SUPP ELAST MOT;25813G  01;COOPER STANDARD FRANCE;25813G  01;COOPER STANDARD FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123171;;RENNES;Validé exécution;MSB;A170852
9613700280;JM5;A;OBTURATEUR;15703T  04;SOFITEC;15703T  04;SOFITEC;CJ;09/05/2000 02:00;;100.00%;E;123172;;RENNES;Validé exécution;M5I;C175543
9613921280;JM5;A;CL CLQ BD 17,5;25016R  01;ETABLISSEMENTS CAILLAU;25016R  03;ETABLISSEMENTS CAILLAU;CJ;01/01/1996 01:00;;100.00%;E;123173;;RENNES;Validé exécution;M3F;A170852
9613921380;JM5;A;CL CLQ BD;25016R  01;ETABLISSEMENTS CAILLAU;25016R  03;ETABLISSEMENTS CAILLAU;CJ;01/01/1996 01:00;;100.00%;E;123174;;RENNES;Validé exécution;M3F;A170852
9613921780;JM5;A;CL CLQ BD;25016R  01;ETABLISSEMENTS CAILLAU;25016R  03;ETABLISSEMENTS CAILLAU;CJ;01/01/1996 01:00;;100.00%;E;123175;;RENNES;Validé exécution;M3F;A170852
9613921980;JM5;A;CL CLQ BD 10;25016R  01;ETABLISSEMENTS CAILLAU;25016R  03;ETABLISSEMENTS CAILLAU;CJ;01/01/1996 01:00;;100.00%;E;123176;;RENNES;Validé exécution;M3F;A170852
9614106080;JM5;A;ECROU EMB M6X100;51562V  01;NEDSCHROEF FASTENERS SAS;51562V  04;NEDSCHROEF FASTENERS SAS;CJ;01/01/1996 01:00;;100.00%;E;123177;;RENNES;Validé exécution;MSB;A170852
9614181580;JM5;A;AGR SUPP CONNECT;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123178;;RENNES;Validé exécution;M3K;C175543
9614184280;JM5;A;ECROU SERTI CYLI;17213J  01;BOLLHOFF OTALU SA;17213J  01;BOLLHOFF OTALU SA;CJ;19/06/2008 02:00;;100.00%;E;123179;;RENNES;Validé exécution;M3V;C002704
9614323280;JM5;A;AGRAFE K SUPP.;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123180;;RENNES;Validé exécution;M5B;C175543
9614379580;JM5;A;CABLE NEGAT BATT;52520L  02;ASSOCIATION BRETAGNE ATELIERS;52520L  02;ASSOCIATION BRETAGNE ATELIERS;CJ;01/01/1996 01:00;;100.00%;E;123181;;RENNES;Validé exécution;M2S;C175617
9614581080;JM5;A;AGR SUPP VAR 1T;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123182;;RENNES;Validé exécution;M5B;C175543
9614885380;JM5;A;ECROU HRDL 6X100;A0063I  01;OPTIMAS OE SOLUTIONS SAS;A0063I  01;OPTIMAS OE SOLUTIONS SAS;CJ;22/07/2015 02:00;;100.00%;E;123183;;RENNES;Validé exécution;MSP;J421191
9614972680;JM5;A;COLLIER CLIQUET;25016R  01;ETABLISSEMENTS CAILLAU;25016R  03;ETABLISSEMENTS CAILLAU;CJ;01/01/1996 01:00;;100.00%;E;123184;;RENNES;Validé exécution;M3F;A170852
9615144380;JM5;A;AGR SUP 1T 19;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123185;;RENNES;Validé exécution;M5B;C175543
9615408580;JM5;A;CLIP PLAT 2,8;52807Y  01;DELPHI CONNECTION SYSTEMS FRANCE;52807Y  01;DELPHI CONNECTION SYSTEMS FRANCE;CJ;29/07/2008 02:00;;100.00%;E;123186;;RENNES;Validé exécution;MSD;A170852
9615762680;JM5;A;PAS-GAINE 1T D18;87878U  01;CARBODY;93331W  01;TRANSPORTS BIJOT;CJ;29/09/2003 02:00;;100.00%;E;123187;;RENNES;Validé exécution;M5I;C175543
9615832780;JM5;A;ECROU H M8X125;34894C  01;LISI AUTOMOTIVE FORMER;94437Y  01;LISI AUTOMOTIVE NOMEL SAS;CJ;02/12/1996 01:00;;100.00%;E;123188;;RENNES;Validé exécution;M5J;C003082
9615855280;JM5;A;VIS M6X100 L20;34894C  01;LISI AUTOMOTIVE FORMER;96859F  01;LISI AUTOMOTIVE RAPID;CJ;01/01/1996 01:00;;100.00%;E;123189;;RENNES;Validé exécution;M1H;C002829
9615945980;JM5;A;COSSE 5;27847T  01;MOLEX INTERCONNECT GMBH;50179S  02;MOLEX ELEKTRONIK GMBH;CJ;01/01/1996 01:00;;100.00%;E;123190;;RENNES;Validé exécution;M3K;C175543
9615952980;JM5;A;COSSE C6D15A;27847T  01;MOLEX INTERCONNECT GMBH;50179S  02;MOLEX ELEKTRONIK GMBH;CJ;01/01/1996 01:00;;100.00%;E;123191;;RENNES;Validé exécution;M3K;C175543
9616018080;JM5;A;VIS COLO M10X150;82109Y  01;ITW RIVEX;82109Y  01;ITW RIVEX;CJ;25/07/2011 02:00;;100.00%;E;123192;;RENNES;Validé exécution;M3V;C002704
9616115880;JM5;A;MOUSSE ADH 40X60;79173G  01;PULLFLEX S A;79173G  02;PULLFLEX S A;CJ;05/07/2000 02:00;;100.00%;E;123193;;RENNES;Validé exécution;M3T;A174284
9616158880;JM5;A;COLLIER 22,5;25016R  01;ETABLISSEMENTS CAILLAU;25016R  03;ETABLISSEMENTS CAILLAU;CJ;01/01/1996 01:00;;100.00%;E;123194;;RENNES;Validé exécution;M3F;A170852
9616249980;JM5;A;EMBOUT RET;87635E  01;TE CONNECTIVITY SOLUTIONS GMBH;28925P  01;TYCO ELECTRONICS;CJ;05/10/1999 02:00;;100.00%;E;123195;;RENNES;Validé exécution;M1Q;C002829
9616363780;JM5;A;GRAPA;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;11/05/2009 02:00;;100.00%;E;123196;;RENNES;Validé exécution;M3K;C175543
9616420480;JM5;A;ECLAIREUR BAS PO;87657D  01;GRUPO ANTOLIN BESANCON;87657D  03;GRUPO ANTOLIN BESANCON;CJ;01/01/1996 01:00;;100.00%;E;123197;;RENNES;Validé exécution;M3K;C175543
9616757380;JM5;A;AGR SP 1T 9 STUD;50558D  02;A. RAYMOND FRANCE;50558D  07;A. RAYMOND FRANCE;CJ;22/02/2007 01:00;;100.00%;E;123198;;RENNES;Validé exécution;M5B;C175543
9616779280;JM5;A;AGRAFE SUPPORT;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;18/10/2011 02:00;;100.00%;E;123199;;RENNES;Validé exécution;M3K;C175543
9616833880;JM5;A;LANIERE AGR L140;18488V  01;TRW CARR FRANCE;18488V  01;TRW CARR FRANCE;CJ;01/01/1996 01:00;;100.00%;E;123200;;RENNES;Validé exécution;M3K;C175543
