PEGA201511182021CJ 790330125468891F  0101CJ6JM5BSM4  SM4 V60+        0          
PEGA201511182021CJ 790330125768891F  0101CJ6JM5MDJM4 SM6 R05+        0          
PEGA201511182021CJ 790330125882109Y  0101CJ6JM5BSM5  SM5 S02+        0          
PEGA201511182021CJ 790330127268891F  0101CJ6JM5BSM5  SM5 S28+        0          
PEGA201511182021CJ 790330127734894C  1801CJ6JM5BSM4  SM4 Z05+        0          
PEGA201511182021CJ 790330127968891F  0101CJ6JM5BSM5  SM5 S22+        0          
PEGA201511182021CJ 790330128063629L  1301CJ6JM5BSM1  SM1 D77+        0          
PEGA201511182021CJ 790330128163629L  1301CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 790330135434894C  1801CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790330136382109Y  0101CJ6JM5GSM1 PASTYD60+        0          
PEGA201511182021CJ 790330141534894C  1801CJ6JM5BSM1  SM1 F29+        0          
PEGA201511182021CJ 790330142163629L  1301CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 790330148134894C  1801CJ6JM5KSM1  SM1 F29+        0          
PEGA201511182021CJ 790330149063629L  1301CJ6JM5ODJM4CERC1D36+        0          
PEGA201511182021CJ 790330153268891F  01  CJ2JFV             +        0          
PEGA201511182021CJ 790330154363629L  1301CJ6JM5BSM4  SM4 Z03+        0          
PEGA201511182021CJ 790330154463629L  1301CJ6JM5BSM5  SM5 S04+        0          
PEGA201511182021CJ 790330154868891F  0101CJ6JM5BSM5  SM5 S12+      900          
PEGA201511182021CJ 790360201263629L  1301CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 7903602013A0063I  0101CJ6JM5BSM5  SM5 S18+        0          
PEGA201511182021CJ 790360201463629L  1301CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 790360201863629L  1301CJ6JM5BSM1  SM1 D77+        0          
PEGA201511182021CJ 790360202063629L  1301CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 790360202368891F  0101CJ6JM5BSM5  SM5 S08+        0          
PEGA201511182021CJ 790360202434894C  0301CJ6JM5BSM5  SM5 S02+        0          
PEGA201511182021CJ 790360202563629L  1301CJ6JM5BSM1  SM1 F31+        0          
PEGA201511182021CJ 790360203263629L  1301CJ6JM5ODJM4FIGB1G44+        0          
PEGA201511182021CJ 790360203763629L  1301CJ6JM5GSM1 SAPOGG70+        0          
PEGA201511182021CJ 790360208863629L  1301CJ6JM5GSM1 PASTMD30+        0          
PEGA201511182021CJ 790360213928627R  0101CJ6JM5BSM5  SM5 S18+        0          
PEGA201511182021CJ 790360216751562V  0401CJ6JM5BSM1  SM1 F26+        0          
PEGA201511182021CJ 790360224863629L  1301CJ6JM5BSM5  SM5 S22+        0          
PEGA201511182021CJ 790360230068891F  0101CJ6JM5GSM1 PASTMG22+        0          
PEGA201511182021CJ 790360230251562V  0401CJ6JM5BSM5  SM5 S28+        0          
PEGA201511182021CJ 791000409151562V  0401CJ6JM5BSM1  SM1 F26+        0          
PEGA201511182021CJ 792002501283980G  0101CJ6JM5BSM1  SM1 F21+        0          
PEGA201511182021CJ 915952908034894C  0101CJ6JM5GSM1 PASTMG22+        0          
PEGA201511182021CJ 925195668079173G  0201CJ6JM5BSM5  SM5 S16+        0          
PEGA201511182021CJ 925204408079173G  W201CJ6JM5KSM1  SM1 F13+        0          
PEGA201511182021CJ 925265498050342U  0101CJ6JM5ODJM4CERC****+        0          
PEGA201511182021CJ 925502338087657D  0309CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 925502638059337W  0101CJ6JM5BSM1  SM1 F11+        0          
PEGA201511182021CJ 945938548039224J  0109CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 946027598052520L  0201CJ6JM5HZ17  MBU M42+        0          
PEGA201511182021CJ 955956818652520L  02  CJ6JM5             +        0          
PEGA201511182021CJ 955956838652520L  0209CJ6JM569ANXSHERPA  +        0          
PEGA201511182021CJ 956311008052520L  02  CJ6JM5             +        0          
PEGA201511182021CJ 956348488093339E  0201CJ6JM5BSM1  SM1 F14+        0          
PEGA201511182021CJ 960032088087635E  W801CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 960032088087635E  W809CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960032098087635E  W801CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 960032098087635E  W809CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960241408018488V  0101CJ6JM5ODJM4CERA1D66+        0          
PEGA201511182021CJ 960275698034894C  1501CJ6JM5KSM1  SM1 F20+        0          
PEGA201511182021CJ 960275698034894C  1509CJ6JM5K9M1  SM1 F20+        0          
PEGA201511182021CJ 960333828087635E  W801CJ6JM5DDJBT MBA    +        0          
PEGA201511182021CJ 960333828087635E  W809CJ6JM5D9JBT MBA    +        0          
PEGA201511182021CJ 960381648050342U  01  CJ3JPV             +        0          
PEGA201511182021CJ 960398958079173G  0201CJ6JM5GSM1 EMERPG63+        0          
PEGA201511182021CJ 960418478018727E  0401CJ6JM5GSM1 PAST4G10+        0          
PEGA201511182021CJ 960484078055303L  0101CJ6JM5BSM5  SM5 S42+        0          
